LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
14,Arnprior,2001,69,Arnprior,Town of Arnprior,21 Madawaska Street,K7S1R6,Arnprior,,http://www.arnprior.library.on.ca/,Public or Union Library,6593,3106,0,0,01/01/2001,12/31/2001,OLS-N,4932,-3834,Deficit,14263,130279,700,2329,8133,55656,6846,0,218206,0,0,0,0,0,50643,0,139609,413,800,2124,0,6588,0,0,0,22988,223165,2671,189,1,0,335,20,0,0,0,0,7,0,0,7,0,0,46402,61,0,46737,61,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0,5,65,5,18,7,3,3,0,Yes,Winnibago Spectrum 5.1,0,1,47,0,0,0,0,0,0,0,0,0,110331,246,5700,582,323,612,1510,2322,420,130,0,0,188,0,1363,0
16,Asphodel-Norwood Twp,2001,66,Asphodel-Norwood Twp,Township of Asphodel-Norwood,P.O. Box 100,K0L2V0,Norwood,2363 County Road 45,www.anpl.org,Public or Union Library,3692,1668,0,0,01/01/2001,12/31/2001,SOLS,1706,4541,Surplus,8593,57250,0,1324,5526,7509,0,7527,87729,0,0,0,0,0,11634,0,36897,498,6998,5478,0,1522,0,0,0,0,63027,4665,150,0,0,319,0,0,0,0,0,0,0,0,0,0,0,21500,35,0,22500,35,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,1,4,5,20,9,9,1,9,Yes,DYNIX,0,1,12,1,12,0,0,0,0,0,0,0,22419,7,1135,235,58,313,71,553,70,59,55,0,33,0,237,0
17,Assiginack Twp,2001,83,Assiginack Twp,,Box 280 Manitowaning,P0P1N0,Manitoulin Island,"25A Spragge St., Manitowaning",www.assiginacklibrary.org,Public or Union Library,803,744,0,0,01/01/2001,12/31/2001,OLS-N,714,-511,Deficit,3483,18800,0,823,1316,0,0,1415,25837,0,0,0,0,0,4274,0,14418,559,3573,1551,0,241,0,0,0,409,25025,0,232,0,0,327,0,0,0,0,0,0,0,0,0,0,0,10490,0,0,10490,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,2,2,3,3,0,2,No,,0,1,14,0,0,0,0,0,0,0,0,0,22252,3,339,94,19,118,91,452,323,26,0,0,145,0,50,0
18,Athens Twp.,2001,56,Athens Twp.,,P.O. Box 309,K0E1B0,Athens,"5 Central Street, Athens",WWW.athenslibrary.ca,Public or Union Library,2805,1291,0,0,01/01/2001,12/31/2001,SOLS,537,4251,Surplus,6830,8000,0,1000,1402,1570,0,1131,19933,0,0,0,0,0,3984,0,8809,1039,0,1570,0,0,0,0,0,2172,17574,0,10,0,0,249,0,0,0,0,0,7,0,0,7,0,0,8893,0,260,8893,0,260,0,0,0,0,0,0,17,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.5,1,7.5,9,5,3,2,0,3,No,,0,1,12,0,0,0,0,0,0,0,0,0,9268,6,54,129,0,136,0,191,60,10,0,0,27,0,110,0
11,Atikokan Twp,2001,87,Atikokan Twp,,214 Skyes St.,P0T1C0,Atikokan,214 Sykes St.,www.aplibrary.org,Public or Union Library,3400,1648,0,0,01/01/2001,12/31/2001,OLS-N,3026,-38166,Deficit,10452,145905,0,5919,4608,11095,11529,3474,192982,0,0,0,0,0,17330,2023,104308,3307,19684,1770,0,11161,0,0,0,20447,180030,0,947,0,0,1005,0,0,1,0,0,98,26,0,98,26,0,35696,343,43,35897,343,43,212,0,0,212,0,0,826,1,0,0,0,0,0,0,0,0,0,0,366,0,0,35.5,1,0,0,0,0,0,0,2,25,0,0,5,28,3,5,8,7,0,1,Yes,Winnebago,0,1,35.5,0,0,0,0,0,0,3,24,0,73002,237,1787,110,545,144,786,993,250,200,0,0,106,29,619,200
10,Augusta Twp,2001,56,Augusta Twp,,R.R. #2,K6V5T2,Brockville,4500 County Road 15,augustalibrary.com,Public or Union Library,7261,2909,0,0,01/01/2001,12/31/2001,SOLS,1200,57172,Surplus,13297,55000,0,0,7535,2296,0,2100,80228,0,0,0,0,0,18038,525,35410,0,12897,823,0,34339,0,0,0,1670,103702,0,334,0,0,502,0,0,0,0,0,12,0,0,23,0,0,14352,30,0,14402,30,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.5,15,33,6,6,1,2,Yes,Mandarin M3,0,1,26,0,0,0,0,0,0,0,0,0,24564,42,315,228,0,240,0,536,538,14,4,0,13,4,334,4
33,Aurora,2001,27,Aurora,,15145 Yonge Street,L4G1M1,Aurora,,www.library.aurora.on.ca,Public or Union Library,36483,13247,0,0,01/01/2001,12/31/2001,SOLS,24273,0,Nil,45422,1308450,0,0,0,48540,0,0,1402412,0,0,82000,0,82000,188437,9014,970697,6938,45602,10243,0,54415,30399,0,0,86667,1402412,82000,2150,21,0,4896,63,0,17,0,0,46,0,0,69,0,0,107811,3018,72,121160,3428,708,0,0,0,0,0,0,222,6,0,2,0,0,0,0,0,0,0,0,3923,0,0,35,3,3,0,6,0,0,0,0,0,0,0,19,380,6,3,37,16,14,7,Yes,Dynix,0,1,52.5,0,0,0,0,0,0,0,0,0,381996,262,5553,759,1189,807,1863,10196,2967,389,141,0,908,5,5301,729
488,Aweres LSB,2001,80,Aweres LSB,,Box 300 Shetland Park,P6A5K7,Sault Ste Marie,,localservicesboardofaweres@shaw.ca,Contracting LSB,680,0,0,0,01/01/2001,12/31/2001,,0,0,Nil,3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Baldwin Twp,2001,88,Baldwin Twp,,P.O. Box 7095,P0P1M0,McKerrow,11 Spooner St,www.townshipofbaldwin.ca,Contracting Municipality,592,343,0,0,01/01/2001,12/31/2001,,0,0,Nil,1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Bancroft,2001,51,Bancroft,Town of Bancroft,P.O. Box 127,K0L1C0,Bancroft,14 Flint Street,bancroftlibrary@bellnet.ca,Public or Union Library,3571,1895,1402,1286,01/01/2001,12/31/2001,SOLS,2150,1041,Surplus,8867,60000,5595,1850,1725,6916,0,1895,86848,0,0,0,0,0,11049,0,56558,604,9423,1169,0,715,0,0,0,7953,87471,0,177,0,0,259,0,0,0,0,0,0,0,0,0,0,0,17016,157,167,17333,157,167,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,32,6,15,4,4,0,4,No,,0,1,26,0,0,0,0,0,0,0,0,0,28742,3,703,137,99,167,124,521,26,89,0,0,104,37,356,0
43,Barrie,2001,70,Barrie,,60 Worsley Street,L4M1L6,Barrie,,http://www.library.barrie.on.ca,Public or Union Library,91022,36020,7772,3390,01/01/2001,12/31/2001,SOLS,73165,39820,Surplus,271808,2235991,79000,0,8462,212543,31351,16435,2855590,0,0,0,1600,1600,556614,0,1503702,17178,408379,11569,0,127843,59456,1600,0,38563,2724904,6093,5040,28,0,12294,112,0,2,0,0,44,2,0,59,2,0,137242,4464,419,182990,4960,419,170,0,0,177,0,0,375,6,0,5,0,0,0,0,0,0,0,0,0,0,0,35,5,3,0,7,0,3,72,2,48,0,0,28,619,0,0,33,33,33,33,Yes,Horizon (Epixtech Inc.),0,1,62,0,0,0,0,0,0,0,0,0,1425951,354,10378,2305,2386,3054,3756,29944,3866,1468,893,0,1448,3,10722,0
393,Beausoleil FN,2001,70,Beausoleil FN,,80 Kate Kegwin Street,L0K1C0,Christian Island,,http;//www.olsn.ca/bfnlibrary,First Nations Library,634,0,0,0,04/01/2001,03/31/2002,SOLS,523,-3165,Deficit,2164,14229,0,13000,0,0,0,0,29393,0,0,0,0,0,0,0,23680,500,3000,2212,0,0,0,0,0,0,29392,0,50,0,0,80,0,0,0,0,0,31,0,0,31,0,0,3195,0,0,3399,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,No,,0,1,35,0,0,0,0,0,0,0,0,0,2450,20,1000,0,0,0,0,49,19,23,0,0,9,0,62,0
35,Beckwith Twp,2001,55,Beckwith Twp,,R.R.#2,K7C3P2,Carleton Place,1702 9th Line Beckwith,www.twp.beckwith.on.ca,Contracting Municipality,5404,2433,0,0,01/01/2001,12/31/2001,,0,0,Nil,9425,51230,0,0,0,0,0,0,60655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60655,0,60655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Belleville,2001,51,Belleville,City of Belleville,254 Pinnacle Street,K8N3B1,Belleville,,www.bellevillelibrary.com,Public or Union Library,42855,20031,0,0,01/01/2001,12/31/2001,SOLS,13244,34243,Surplus,84288,864020,0,26293,2980,67864,0,14286,1059731,0,0,0,1279,1279,163160,7429,725218,3310,83017,6155,6843,48332,1279,0,0,35030,1079773,0,10343,23,0,10887,23,0,9,0,0,89,0,0,890,0,0,96635,1117,1574,101721,1201,1606,24,0,0,24,0,0,202,0,0,1,0,0,1,0,0,41,0,0,556,0,0,35,3,1,0,11,0,1,18,1,22,0,0,18,273,9,18,31,17,10,4,Yes,DRA/Inlex,0,1,57.5,1,24,0,0,0,0,0,0,0,314817,331,8144,1232,1465,1505,3009,6622,1147,314,0,0,538,65,3795,0
394,Big Grassy FN,2001,87,Big Grassy FN,,P.O. Box 453,P0W1J0,Morson,513 Beach Rd.,www.biggrassy.ca/library,First Nations Library,284,0,0,0,04/01/2001,03/31/2002,OLS-N,120,0,Nil,758,1500,0,20646,0,0,0,0,22904,0,0,0,0,0,1500,250,15646,0,0,0,0,5500,0,0,0,0,22896,0,16,0,0,300,0,0,0,0,0,40,0,0,70,0,0,2900,0,0,3000,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,30,10,10,0,10,No,,0,1,42,0,0,0,0,0,0,0,0,0,1500,40,500,0,0,5,0,40,10,40,0,0,10,0,50,0
82,Billings Twp,2001,83,Billings Twp,,P.O. Box 37,P0P1J0,Kagawong,18 Upper Street,billingslibrary.org,Public or Union Library,508,596,0,0,01/01/2001,12/31/2001,OLS-N,421,7060,Surplus,3137,6500,0,0,0,9507,1000,885,21029,0,0,0,0,0,5687,7254,235,3802,670,0,0,0,0,0,0,2027,19675,0,50,0,0,112,0,0,0,0,0,1,0,0,0,0,0,5512,0,0,5527,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,0,1,No,,0,1,9,0,0,0,0,0,0,0,0,0,5200,1,12,65,0,65,0,94,20,8,6,0,8,14,34,0
