LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
66,Collingwood,2004,70,Collingwood,,55 St. Marie Street,L9Y0W6,Collingwood,,http://www.collingwoodpubliclibrary.ca,Public or Union Library,15287,11174,0,0,01/01/2004,12/31/2004,SOLS,6816,0,Nil,32513,783506,0,8640,24815,82482,44840,0,976796,0,0,0,0,0,79723,0,689074,26106,65213,6631,0,24840,30182,0,0,55027,976796,0,3661,0,0,11792,0,0,0,0,0,0,0,0,0,0,0,61577,260,0,63207,260,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,4,0,7,0,0,0,0,0,0,0,6,43,50,47,12,6,6,0,Yes,Horizon,0,1,64,0,0,0,0,0,0,0,0,0,162006,307,9098,1476,1391,1512,2225,3352,431,338,0,0,417,10,3056,366
46,Conmee,2004,89,Conmee,,R.R. #1 19 Holland Road West,P0T1W0,Kakabeka Falls,,,Public or Union Library,689,278,0,0,01/01/2004,12/31/2004,OLS-N,253,0,Nil,1225,800,0,0,103,0,0,0,2128,0,0,0,0,0,1933,0,0,60,0,0,0,45,0,0,0,90,2128,0,53,0,0,272,0,0,0,0,0,0,0,0,0,0,0,5630,65,95,5714,65,95,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36.5,1,1,0,1,No,,0,1,36.5,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,14,27,5,0,0,12,0,15,0
47,Cornwall,2004,71,Cornwall,,P.O. Box 939,K6H5V1,Cornwall,45 Second Street East,www.library.cornwall.on.ca,Public or Union Library,42623,20639,0,0,01/01/2004,12/31/2004,SOLS,15537,215,Surplus,92828,1521331,0,2176,18578,114201,0,0,1749114,0,0,0,0,0,169027,17696,1069425,7351,282187,5122,328,60331,0,0,0,47066,1658533,90366,5570,1669,0,14728,3438,0,8,1,0,0,0,0,0,0,0,85860,26568,147,93059,29174,147,86,56,0,86,56,0,183,33,0,4,1,0,0,0,0,0,0,0,2760,100,0,35,2,1,2,20,0,0,0,0,0,0,0,7,38,0,0,36,18,36,10,Yes,Bibliomondo/Isacsoft,0,1,65,0,0,0,0,0,0,0,0,0,276431,617,9907,1491,1489,1556,2752,5333,3222,651,64,0,668,2,5331,1480
276,"County of Prince Edward, The Corporation of the",2004,68,"County of Prince Edward, The Corporation of the",County of Prince Edward,208 Main Street,K0K2T0,Picton,,www.peclibrary.org,Public or Union Library,22795,12008,0,0,01/01/2004,12/31/2004,SOLS,8325,149821,Surplus,78243,471897,0,34815,29471,17039,0,0,631465,0,0,200000,0,200000,98189,2995,352744,780,76144,14424,0,5586,0,0,0,25521,576383,309442,702,1,0,1733,1,0,0,0,0,34,0,0,34,0,0,56658,96,0,99584,96,0,63,0,0,63,0,0,114,0,0,1,0,0,0,0,0,0,0,0,605,0,0,35,0,0,0,0,0,0,0,1,20,5,146,12,204,9,3,34,32,9,33,Yes,Multilis DRA 11.3,0,1,41,3,58,2,20,0,0,0,0,0,159297,286,6057,2349,1349,2499,1904,3159,262,427,0,0,127,22,1870,300
119,Cramahe Twp,2004,61,Cramahe Twp,"Cramahe, Township of",Box 190,K0K1S0,Colborne,"6 King St., Colborne, ON",www.visitcramahe.ca,Public or Union Library,5175,2460,0,0,01/01/2004,12/31/2004,SOLS,2012,4833,Surplus,12669,96120,0,8000,500,3561,0,2817,123667,0,0,0,0,0,28930,0,59267,1674,17907,2146,1490,6251,0,0,0,10835,128500,0,100,2,0,228,2,0,2,0,0,3,0,0,3,0,0,13810,27,17,14328,27,18,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,20,3,36,23,13,7,7,0,5,Yes,Winnebago Spectrum Suite,0,1,22,1,15,0,0,0,0,0,0,0,22451,1,30,708,2,825,708,410,117,63,0,0,22,0,255,0
402,Curve Lake FN,2004,66,Curve Lake FN,,22 Winookeeda St.,K0L1R0,"Curve Lake,ON",,http://clfnpubliclibrary.webs.com,First Nations Library,714,0,0,0,04/01/2004,03/31/2005,SOLS,241,2126,Surplus,2312,21884,0,13000,0,105,0,0,37301,0,0,0,0,0,2416,0,13624,594,20300,1779,0,514,0,0,0,200,39427,0,1204,3,12,1304,3,12,0,0,0,31,0,1,31,0,1,1000,0,2,1100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,4,3,0,4,No,,0,1,25,0,0,0,0,0,0,0,0,0,2400,4,200,4,0,4,2,60,40,25,0,0,37,2,60,0
483,Dawson LSB,2004,87,Dawson LSB,,P.O. Box 275,P0P1R0,Meldrum Bay,45 Front street,,Contracting LSB,28,0,0,0,01/01/2004,12/31/2004,,0,0,Nil,274,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Dawson Twp,2004,87,Dawson Twp,Township of Dawson,P.O. Box 427,P0W1L0,Rainy River,211 4th Street,,Contracting Municipality,572,312,0,0,01/01/2004,12/31/2004,,0,0,Nil,1644,1356,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Deep River,2004,69,Deep River,,P.O. Box 278,K0J1P0,Deep River,55 Ridge Road,www.deepriverlibrary.ca,Public or Union Library,4072,1924,0,0,01/01/2004,12/31/2004,SOLS,2824,0,Nil,9581,230930,0,13950,0,25550,0,0,280011,0,0,0,0,0,48848,700,162922,450,59291,1500,0,6300,0,0,0,0,280011,0,1230,9,0,1510,20,0,1,0,0,0,0,0,0,0,0,46512,925,271,46829,974,271,15,1,0,15,1,0,95,4,0,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,2,47,8,72.5,100,82,8,4,4,1,Yes,Sagebrush Winnebago,0,1,39,0,0,0,0,0,0,0,0,0,79523,42,2551,752,615,754,778,1510,311,135,63,0,180,0,1086,285
431,Delaware FN,2004,27,Delaware FN,,R.R. #3,N0P2K0,Thamesville,Center Rd.,,First Nations Library,479,0,0,0,04/01/2004,03/31/2005,SOLS,369,15000,Surplus,1412,4500,0,13000,0,0,0,0,18912,0,0,0,0,0,0,0,14625,0,1436,252,0,782,0,0,1817,15000,33912,0,8,1,4,105,1,4,0,0,0,0,0,1,0,0,1,1228,1,1,1228,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,1,4,8,8,0,6,No,,0,1,20,0,0,0,0,0,0,0,0,0,586,4,35,0,0,0,0,14,17,22,0,0,20,2,23,0
323,Deseronto,2004,51,Deseronto,,P.O. Box 302,K0K1X0,Deseronto,358 Main Street  P.O. Box 302,www.deserontopubliclibrary.ca,Public or Union Library,1604,756,0,0,01/01/2004,12/31/2004,SOLS,1500,15823,Surplus,3496,66000,0,0,6120,0,0,0,75616,0,0,0,0,0,8339,0,33617,353,17078,901,0,1885,0,0,0,3957,66130,0,35,0,0,40,0,0,0,0,0,0,0,0,0,0,0,13500,0,0,14000,0,0,20,0,0,20,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,0,10,35,9,9,0,0,Yes,Sagebrush Winnebageo....still entering data,0,1,20,0,0,0,0,0,0,0,0,0,9336,9936,361,149,115,160,115,179,23,51,0,0,15,0,161,0
403,Dokis FN,2004,86,Dokis FN,,"Box 3, Dokis Reserve",P0M2K0,Via Monetville,930 Main Road,www.dokisfirstnation.com,First Nations Library,169,0,0,0,04/01/2004,03/31/2005,OLS-N,255,3202,Surplus,1302,10000,0,17500,0,0,0,0,28802,0,0,0,0,0,1303,0,14300,0,10000,20000,0,0,0,0,0,0,45603,0,37,0,0,104,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,2500,0,0,4,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,4,4,0,4,Yes,Library source,0,1,35,0,0,0,0,0,0,0,0,0,520,3,30,10,0,10,0,10,22,10,10,0,8,0,20,0
50,Dorion Twp,2004,89,Dorion Twp,,170 Dorion Loop Road,P0T1K0,Dorion,,www.dorionpubliclibrary.ca,Public or Union Library,383,206,389,0,01/01/2004,12/31/2004,OLS-N,325,2161,Surplus,1013,13352,497,19566,0,850,800,120,36198,0,0,0,0,0,3232,0,20025,354,1206,874,0,8744,0,0,0,1764,36199,0,90,0,0,220,0,0,2,0,0,2,0,0,2,0,0,9850,0,0,10600,0,0,20,0,0,30,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,12,3,8,0,0,3,3,0,3,No,,0,1,14,0,0,0,0,0,0,0,0,0,5799,5,125,164,50,175,164,154,12,16,0,0,15,0,90,0
136,Douro-Dummer Twp,2004,66,Douro-Dummer Twp,Township of Douro-Dummer,"Douro-Dummer Public Library,  P.O. Box 23",K0L1S0,Douro,435 4th Line Douro,http://www.dourodummer.on.ca/library/,Public or Union Library,6449,3356,0,0,01/01/2004,12/31/2004,SOLS,357,0,Nil,14307,43935,0,10766,0,509,0,0,69517,0,0,0,0,0,24684,0,25937,0,11942,845,0,4264,0,0,0,0,67672,1845,48,1,1,65,1,1,0,0,0,10,0,0,10,0,0,13000,0,0,13500,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,20,0,0,0,0,0,35,0,0,0,0,0,1,14,0,0,0,0,1,5,0,0,8,8,8,8,Yes,Resource Mate,0,1,19.5,0,0,0,0,0,0,0,0,0,6673,1,14,10,0,0,0,182,38,63,107,0,14,26,48,0
138,Dryden,2004,82,Dryden,City of Dryden,36 Van Horne Avenue,P8N2A7,Dryden,,www.dryden.ca,Public or Union Library,7143,3581,1429,673,01/01/2004,12/31/2004,OLS-N,6899,25288,Surplus,16824,279416,834,8681,3100,15757,0,0,324612,0,0,14486,0,14486,55644,1000,188916,9091,42525,3600,0,0,0,0,0,41705,342481,14486,592,3,0,663,6,0,0,0,0,0,0,0,0,0,0,19166,34,0,22428,49,0,39,0,0,39,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,5,3,2,2,Yes,Winnebago Spectrum,0,1,51,0,0,0,0,0,0,0,0,0,88390,66,3500,1506,261,1685,585,1680,1198,264,0,0,452,39,2392,48
427,Dubreuilville Twp,2004,80,Dubreuilville Twp,,C.P. 39,P0S1B0,Dubreuilville,"120, rue Magpie",www.dubreuilville.ca,Public or Union Library,846,352,0,0,01/01/2004,12/31/2004,OLS-N,284,0,Nil,1913,5279,0,3203,247,10,37,32,10721,3891,0,0,0,3891,3597,0,5871,0,0,193,0,200,372,0,0,488,10721,3891,1,15,0,1,152,0,0,0,0,0,1,0,0,1,0,8,4313,0,288,4802,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,55.5,0,0,5,5,5,5,Yes,Lexfile,0,1,55.5,0,0,0,0,0,0,1,168,0,1741,0,0,0,0,0,0,63,0,19,0,0,0,0,21,3
144,Ear Falls Twp,2004,82,Ear Falls Twp,,P.O. Box 369,P0V1T0,Ear Falls,50 Balsam Avenue,www.olsn.ca/earfallspl,Public or Union Library,943,572,0,0,01/01/2004,12/31/2004,OLS-N,1005,0,Nil,4302,82025,0,1766,0,3351,0,344,91788,0,0,0,0,0,8750,0,66500,435,12162,1605,0,490,196,0,0,1650,91788,0,69,0,0,269,0,0,1,0,0,6,0,0,6,0,0,18996,0,0,18999,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,6,5,1,5,Yes,Winnebago spectrum,0,1,35,0,0,0,0,0,0,0,0,0,10847,260,1300,43,49,150,98,282,57,75,0,0,28,0,210,0
145,East Ferris Twp,2004,85,East Ferris Twp,,PO Box 160,P0H1B0,Astorville,1257 Village Road,www.eastferrispubliclibrary.ca,Public or Union Library,4249,1853,0,0,01/01/2004,12/31/2004,OLS-N,956,6359,Surplus,8531,30895,0,8900,2100,2008,0,0,52434,0,0,0,0,0,4913,46,29609,258,4261,667,0,1000,0,0,0,0,40754,0,32,8,0,63,52,0,0,0,0,30,8,0,30,8,0,10908,4270,0,12103,4310,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,2,11.5,2,12,7,6,1,7,Yes,ResourceMate Plus,0,1,25,0,0,0,0,0,0,0,0,0,12555,40,627,0,0,381,242,249,70,130,0,0,37,8,229,0
146,East Garafraxa Twp,2004,43,East Garafraxa Twp,,R.R.#3,L0N1N0,Orton,,www.amaranth-eastgary.ca,Contracting Municipality,2059,798,0,0,01/01/2004,12/31/2004,,0,0,Nil,3193,35268,0,0,0,0,0,0,38461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37461,1000,38461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,East Gwillimbury,2004,27,East Gwillimbury,,"P.O. Box 1609,  19513 Yonge Street",L9N1P2,Holland Landing,,www.egpl.ca,Public or Union Library,19243,6767,0,0,01/01/2004,12/31/2004,SOLS,13444,23725,Surplus,25967,625220,0,10506,12255,27317,0,0,701265,0,0,150500,0,150500,74748,11244,486797,1550,46247,11274,0,27455,2500,0,0,54012,715827,146703,518,0,0,1178,0,0,5,0,0,61,0,0,67,0,0,64371,506,148,68480,511,148,0,0,0,0,0,0,89,0,0,1,0,0,0,0,0,0,0,0,1871,0,0,35,3,0,0,1,0,0,0,1,4.5,7,124,8,72.5,0,0,18,6,7,5,Yes,Dynix,0,1,43,1,30,0,0,0,0,0,0,0,124734,327,5783,676,959,739,1501,2388,447,289,10,0,289,0,1708,795
28,East Hawkesbury Twp,2004,67,East Hawkesbury Twp,,C.P. 340,K0B1P0,St. Eugene,5151 County Road No. 14,easthawkesbury.ca,Contracting Municipality,3342,1415,0,0,01/01/2004,12/31/2004,,0,0,Nil,6017,5529,0,0,0,0,0,0,11546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11546,0,11546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,East Luther Grand Valley Twp,2004,43,East Luther Grand Valley Twp,,P.O. Box 129,L0N1G0,Grand Valley,4 Amaranth Street East,www.grandvalley.org,Public or Union Library,2529,985,3132,1168,01/01/2004,12/31/2004,SOLS,2487,100,Surplus,4298,86006,65550,10510,655,8744,0,3768,179531,0,0,0,0,0,31017,518,96996,3208,22518,2518,0,27580,0,0,0,1707,186062,0,136,0,0,336,0,0,1,0,0,42,0,0,42,0,0,24427,41,0,24677,41,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,1286,0,0,35,0,1,0,0,0,0,0,0,0,0,0,4,52,3,13,7,6,6,1,Yes,Winnebago Spectrum,0,1,36,0,0,0,0,0,0,0,0,0,61916,25,2157,747,611,828,918,1367,15,110,0,0,35,2,543,51
467,Edwardsburgh/Cardinal,2004,56,Edwardsburgh/Cardinal,Township of Edwardsburgh/Cardinal Public Library,Box 130,K0E1X0,Spencerville,5 Henderson Street,library@spencervilla.ca,Public or Union Library,6194,2836,0,0,04/01/2004,03/31/2005,SOLS,1745,21300,Surplus,14447,65200,0,13296,0,1985,0,3171,98099,0,0,0,0,0,18576,7945,42775,216,7958,2639,0,7144,0,0,0,2757,90010,0,93,0,0,117,0,0,4,0,0,8,0,0,8,0,0,27312,0,0,28326,0,0,8,0,0,8,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,14,1,14,0,0,4,12,4,12,8,8,6,8,Yes,Athena,0,0,0,2,28,0,0,0,0,0,0,0,19322,9,112,80,12,84,16,507,427,41,0,0,112,8,377,188
151,Elgin County,2004,44,Elgin County,,450 Sunset Drive,N5R5V1,St. Thomas,450 Sunset Drive,www.library.elgin-county.on.ca,"County, County co-operative or Regional Municipality Library",45065,18533,0,0,01/01/2004,12/31/2004,SOLS,15387,0,Nil,116739,1501533,0,39202,0,25686,0,0,1683160,0,0,0,0,0,168510,14550,1223673,15820,160500,18768,5000,33255,0,0,0,43084,1683160,0,773,0,0,5856,0,0,7,0,0,64,0,0,203,0,0,120875,0,0,212957,0,0,61,0,0,104,0,0,437,0,0,2,0,0,0,0,0,0,0,0,3340,0,0,35,3,2,2,4,0,0,0,1,19.5,6,106.5,21,379.5,10,12,44,44,44,44,Yes,Unicorn,0,1,35,9,273.5,2,18,0,0,2,18,0,294879,946,13427,2863,1458,3188,2661,5846,3968,725,120,0,634,46,3162,1506
469,Elizabethtown - Kitley,2004,56,Elizabethtown - Kitley,,R.R. #2,K0E1A0,Addison,6544 New Dublin Road,,Public or Union Library,9631,3843,0,0,01/01/2004,12/31/2004,SOLS,1250,0,Nil,19452,38160,0,8000,4831,0,0,610,71053,0,0,0,0,0,13662,0,29756,959,10140,2316,0,1601,0,0,0,9679,68113,2939,90,0,0,1342,0,0,0,0,0,42,0,0,42,0,0,36393,60,0,42760,60,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,17,2,22,12,4,9,9,0,9,Yes,Sagebrush,0,1,17,1,12,1,11,0,0,0,0,0,22065,37,489,63,0,63,0,594,810,14,0,0,12,0,198,0
152,Elliot Lake,2004,80,Elliot Lake,,151 Ontario Avenue,P5A2T2,Elliot Lake,,http://www.elliotlakelibrary.com/en/,Public or Union Library,11558,6178,0,0,01/01/2004,12/31/2004,OLS-N,6620,0,Nil,37522,267790,0,0,20,18240,97974,0,421546,0,0,6456,0,6456,52075,0,235618,1315,104311,1471,0,4073,11993,0,0,10690,421546,6456,886,105,0,1093,165,0,0,0,0,3,3,0,9,9,0,44945,5563,0,45386,5743,0,14,0,0,14,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1,0,0,3,0,0,0,0,0,0,0,6,20,0,0,6,4,2,6,Yes,Winnebago,0,1,47.5,0,0,0,0,0,0,0,0,0,99070,8,89,0,0,0,0,1825,311,120,0,0,44,0,2452,0
98,Emo Twp,2004,87,Emo Twp,,P.O. Box 490,P0W1E0,Emo,JESSIE STREET,www.emo.ca/library,Public or Union Library,1186,540,1808,766,01/01/2004,12/31/2004,OLS-N,1160,90,Surplus,2483,33000,3715,5000,1500,17937,2315,0,65950,9300,0,0,0,9300,6546,0,40790,0,2950,1675,0,2694,0,0,0,1351,56006,9358,15,0,0,250,0,0,0,0,0,5,0,0,5,0,0,24293,0,0,26295,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,35,0,0,2,47,1,5,2,8,3,2,0,3,No,,0,1,31,0,0,0,0,0,0,0,0,0,27339,0,0,300,0,345,0,426,38,30,0,0,40,2,161,0
54,Englehart,2004,90,Englehart,,P.O. Box 809,P0J1H0,Englehart,71 Fourth Avenue,http://www.englehartpubliclibrary.ca,Public or Union Library,1546,743,1480,654,01/01/2004,12/31/2004,OLS-N,2030,0,Nil,7078,32800,19149,10450,1805,17643,0,0,88925,0,0,0,0,0,8969,0,52554,2032,5846,977,0,2663,0,0,0,8768,81809,1982,230,42,0,685,92,0,0,0,0,0,0,0,0,0,0,22161,730,0,22470,801,0,118,2,32,152,2,32,58,0,0,2,0,0,0,0,0,0,0,0,1600,0,0,35,0,0,0,0,0,1,22.5,0,0,1,17.5,3,24.5,10,200,9,9,0,9,Yes,Athena,0,1,29,0,0,0,0,0,0,0,0,0,19209,15,350,0,0,253,213,274,25,88,0,0,10,0,341,219
52,Espanola,2004,88,Espanola,,245 Avery Drive,P5E1S4,Espanola,,www.espanola.library.on.ca,Public or Union Library,5079,2401,1226,645,01/01/2004,12/31/2004,OLS-N,3924,0,Nil,30865,216299,3076,6268,2343,12571,23853,0,295275,0,0,17,5468,5485,50706,0,195692,1646,10742,3133,0,4532,23853,0,0,4971,295275,5485,873,97,0,1007,163,0,0,0,0,0,0,0,0,0,0,38508,5578,17,40142,5594,17,27,6,1,27,6,1,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,2,51.7,4,59.8,10,9,5,4,5,5,Yes,Winnebago Spectrum,0,1,60,0,0,0,0,0,0,0,0,0,65287,79,917,712,740,886,1341,1504,189,67,0,0,25,0,623,0
387,Essa,2004,70,Essa,Essa Public Library,"8505 County Road 10, Unit #1",L0M1B1,Angus,,http://www.essa.library.on.ca,Public or Union Library,16103,5005,0,0,01/01/2004,12/31/2004,SOLS,3260,17299,Surplus,25297,274242,0,11782,1052,7491,0,6423,326287,0,0,13213,15477,28690,42142,2897,223294,763,20546,2198,0,7303,0,0,8294,16167,323604,27297,104,3,0,235,3,0,1,0,0,9,0,0,23,0,0,18572,7,0,19572,7,0,2,0,0,2,0,0,58,0,0,1,0,0,1,0,0,20,0,0,1877,0,0,35,1,0,1,1,0,0,0,1,25,0,0,6,95,16,14.5,7,4,3,4,Yes,Horizon,0,1,35,1,12,0,0,0,0,0,0,0,37212,48,1268,873,8,980,6,736,1564,28,3,0,89,2,514,50
153,Essex County,2004,45,Essex County,Town of Essex,"360 Fairview Avenue West, Suite 101",N8M1Y3,Essex,,www.essexcountylibrary.ca,"County, County co-operative or Regional Municipality Library",163413,63469,0,0,01/01/2004,12/31/2004,SOLS,46832,0,Nil,287721,3247660,230,0,21500,116000,84590,6590,3764291,0,0,0,0,0,637000,32700,2472500,6000,119300,12400,61600,208000,28670,0,0,127540,3705710,0,1793,28,0,5995,103,0,0,0,0,0,0,0,0,0,0,217812,4887,198,419253,6435,198,0,0,0,0,0,0,291,0,0,4,0,0,0,0,0,0,0,0,2006,0,0,35,3,0,0,2,0,1,34.5,0,0,0,0,101,1413.31,0,0,77,60,17,0,Yes,Sirsi Unicorn,0,0,0,14,462,0,0,0,0,0,0,0,848101,1381,20524,420,2254,463,8164,17626,8143,516,149,0,1180,35,9053,0
