LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
130,Dawson Twp,2006,87,Dawson Twp,Township of Dawson,P.O. Box 427,P0W1L0,Rainy River,211 4th Street,,Contracting Municipality,513,327,0,0,01/01/2006,12/31/2006,,0,0,Nil,1644,1356,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Deep River,2006,69,Deep River,,P.O. Box 278,K0J1P0,Deep River,55 Ridge Road,www.deepriverlibrary.ca,Public or Union Library,4072,1924,0,0,04/01/2006,03/31/2007,OLS-N,2935,0,Nil,9580,256370,0,17662,2870,23743,0,0,310225,0,0,0,0,0,53215,679,225282,3662,5851,2613,0,11955,0,0,0,0,303257,0,1180,9,0,1390,20,0,1,0,0,0,0,0,0,0,0,48151,922,271,48736,945,271,12,0,0,12,0,0,96,5,0,1,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,2,47,8,72.5,100,82,8,4,4,1,Yes,sagebrush Winnebago,0,1,39,0,0,0,0,0,0,0,0,0,75617,48,2715,915,652,782,496,1523,267,154,53,0,203,0,1096,89
431,Delaware FN,2006,27,Delaware FN,,R.R. #3,N0P2K0,Thamesville,Center Rd.,,First Nations Library,566,0,0,0,04/01/2006,03/31/2007,SOLS,369,0,Nil,1412,2500,0,33912,0,0,0,0,37824,0,0,0,0,0,0,0,14030,0,1799,252,0,318,0,0,0,0,16399,0,8,1,4,105,1,4,0,0,0,0,0,0,0,0,0,1270,1,1,1270,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,20,1,4,9,9,0,9,No,,0,1,20,0,0,0,0,0,0,0,0,0,596,4,36,0,0,0,0,22,26,28,2,0,20,2,27,0
323,Deseronto,2006,51,Deseronto,,P.O. Box 302,K0K1X0,Deseronto,358 Main Street  P.O. Box 302,www.deserontopubliclibrary.ca,Public or Union Library,1656,755,0,0,01/01/2006,12/31/2006,SOLS,1239,22509,Surplus,3496,76489,0,13552,875,5342,16034,1906,117694,0,0,0,0,0,5346,0,38654,528,13388,1276,1097,8383,0,0,0,6306,74978,20705,110,0,0,164,0,0,0,0,0,0,0,0,0,0,0,17864,20,0,17915,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,72,9,40,9,9,9,9,Yes,Winnebageo spectrum,0,1,24,0,0,0,0,0,0,0,0,0,15204,5,512,297,125,305,134,294,35,68,0,0,28,0,326,1
403,Dokis FN,2006,86,Dokis FN,,"Box 3, Dokis Reserve",P0M2K0,Via Monetville,930 Main Road,www.dokisfirstnation.com,First Nations Library,180,0,0,0,04/01/2006,03/31/2007,OLS-N,105,3202,Surplus,1302,10000,0,17500,0,0,0,0,28802,0,0,0,0,0,1724,0,20785,0,969,2672,0,0,0,0,0,0,26150,0,38,0,0,105,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,2500,0,0,5,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,1,1,40,0,0,0,0,1,35,1,8,5,5,0,4,Yes,Library Source,0,1,40,0,0,0,0,0,0,0,0,0,512,3,34,16,0,12,0,14,25,12,12,0,8,0,24,0
50,Dorion Twp,2006,89,Dorion Twp,,170 Dorion Loop Road,P0T1K0,Dorion,,www.dorionpubliclibrary.ca,Public or Union Library,383,206,389,0,01/01/2006,12/31/2006,OLS-N,275,17805,Surplus,1013,12931,497,7683,0,944,0,10500,33568,0,0,0,0,0,350,0,16562,0,1815,973,0,1200,0,0,0,583,21483,0,85,0,0,220,0,0,2,0,0,2,0,0,2,0,0,10200,300,0,10950,300,0,20,0,0,30,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,4,4,0,4,No,,0,1,20,0,0,0,0,0,0,0,0,0,6066,4,120,247,0,260,247,162,15,25,35,0,10,0,58,0
136,Douro-Dummer Twp,2006,66,Douro-Dummer Twp,Township of Douro-Dummer,"Douro-Dummer Public Library,  P.O. Box 23",K0L1S0,Douro,435 4th Line Douro,http://www.dourodummer.on.ca/library/,Public or Union Library,6449,3356,0,0,01/01/2006,12/31/2006,SOLS,293,0,Nil,14307,28401,0,15463,0,1252,0,0,59423,0,0,19119,0,19119,10748,0,34466,495,8595,815,0,2776,10500,0,0,0,68395,10146,48,0,0,67,0,0,0,0,0,10,0,0,10,0,0,13600,0,0,13600,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,20,0,0,0,0,0,35,0,0,0,0,0,1,14,0,0,0,0,1,5,5,9,8,8,8,8,Yes,Resource Mate 3.0,0,1,19.5,0,0,0,0,0,0,0,0,0,8628,1,22,12,0,0,12,167,53,53,87,0,24,27,46,0
138,Dryden,2006,82,Dryden,City of Dryden,36 Van Horne Avenue,P8N2A7,Dryden,,www.dryden.ca,Public or Union Library,7143,3581,0,0,01/01/2006,12/31/2006,OLS-N,7413,6550,Surplus,16824,336090,0,10500,1050,7680,0,0,372144,0,0,0,0,0,71057,350,203836,7716,61733,8962,0,0,0,0,0,8661,362315,5853,887,9,0,1013,9,0,0,0,0,4,0,0,4,0,0,28310,88,0,30197,102,0,78,7,0,102,7,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,0,0,3,63,4,8,9,7,2,7,Yes,Winnibego Spectrum,0,1,58,0,0,0,0,0,0,0,0,0,100271,99,2788,814,107,1002,798,2010,1667,557,0,0,513,13,2816,13
427,Dubreuilville Twp,2006,80,Dubreuilville Twp,,C.P. 39,P0S1B0,Dubreuilville,"120, rue Magpie",www.dubreuilville.ca,Public or Union Library,846,352,0,0,01/01/2006,12/31/2006,OLS-N,359,0,Nil,1913,5279,0,22643,71,99,778,0,30783,0,0,0,10857,10857,3601,0,5802,0,3079,232,0,5322,10469,0,0,2279,30784,10857,0,302,0,0,302,0,0,0,0,0,0,0,0,0,0,1200,5450,0,1200,5450,0,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,1,0,0,0,0,0,0,0,2,18,0,0,5,5,5,5,Yes,LexWin,0,1,55.5,0,0,0,0,0,0,0,0,0,2612,0,0,0,0,0,0,75,0,60,0,0,0,0,30,0
144,Ear Falls Twp,2006,82,Ear Falls Twp,,P.O. Box 369,P0V1T0,Ear Falls,50 Balsam Avenue,www.olsn.ca/earfallspl,Public or Union Library,943,572,0,0,01/01/2006,12/31/2006,OLS-N,1181,0,Nil,4302,74591,0,17065,15,3667,0,0,99640,0,0,0,0,0,10229,0,43386,90,14458,1125,0,536,16500,0,0,13316,99640,0,57,0,0,439,0,0,0,0,0,0,0,0,0,0,0,18758,0,0,18758,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,5,1,7,Yes,Winnebago Spectrum,0,1,30,0,0,0,0,0,0,0,0,0,7542,53,333,150,121,175,322,172,3,24,0,0,7,2,88,0
145,East Ferris Twp,2006,85,East Ferris Twp,,PO Box 160,P0H1B0,Astorville,1257 Village Road,www.eastferrispubliclibrary.ca,Public or Union Library,4249,1853,0,0,01/01/2006,12/31/2006,OLS-N,1360,0,Nil,8531,33183,0,10500,1500,1021,0,0,54735,0,0,0,0,0,11758,4010,29996,2859,9727,871,0,0,0,0,0,0,59221,2291,38,12,0,66,55,0,0,0,0,40,10,0,40,10,0,11574,8030,0,15572,8843,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,2,11,4,25,9,8,1,9,Yes,Resouremate Plus,0,1,27,0,0,0,0,0,0,0,0,0,10256,52,458,350,0,412,0,201,189,104,56,0,73,16,150,26
146,East Garafraxa Twp,2006,43,East Garafraxa Twp,,R.R.#3,L0N1N0,Orton,,www.amaranth-eastgary.ca,Contracting Municipality,2059,798,0,0,01/01/2006,12/31/2006,,0,162640,Surplus,3193,24983,0,0,0,0,0,0,28176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26483,1693,28176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,East Gwillimbury,2006,27,East Gwillimbury,,"P.O. Box 1609,  19513 Yonge Street",L9N1P2,Holland Landing,,www.egpl.ca,Public or Union Library,19243,6767,0,0,01/01/2006,12/31/2006,SOLS,13524,0,Nil,25967,711730,0,26176,8235,32309,0,0,804417,0,0,14324,0,14324,83577,14594,531019,4151,62607,8490,2878,19040,10000,2360,0,65701,804417,14324,453,0,0,1122,0,0,7,0,0,64,0,0,73,0,0,53628,550,143,63921,616,147,0,0,0,0,0,0,97,0,0,2,0,0,0,0,0,0,0,0,2403,0,0,35,3,0,0,1,0,0,0,1,4.5,7,119.5,8,72.5,0,0,18,6,7,5,Yes,SirsiDynix,0,1,43,1,30,0,0,0,0,0,0,0,111611,330,5758,757,1330,838,1990,2052,519,205,42,0,258,0,1102,954
28,East Hawkesbury Twp,2006,67,East Hawkesbury Twp,,C.P. 340,K0B1P0,St. Eugene,5151 County Road No. 14,easthawkesbury.ca,Contracting Municipality,3342,1415,0,0,01/01/2006,12/31/2006,,0,0,Nil,6017,6662,0,0,0,0,0,0,12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679,0,12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,East Luther Grand Valley Twp,2006,43,East Luther Grand Valley Twp,,P.O. Box 129,L0N1G0,Grand Valley,4 Amaranth Street East,www.grandvalley.org,Public or Union Library,2529,985,4294,1608,01/01/2006,12/31/2006,SOLS,2706,2083,Surplus,4298,94700,70808,11664,7391,4951,0,2575,196387,0,0,0,0,0,32672,1419,102605,3581,29029,3009,1440,25962,0,0,0,0,199717,6920,83,0,0,207,0,0,1,0,0,14,0,0,14,0,0,22814,40,0,22964,40,0,0,0,0,0,0,0,45,0,0,4,0,0,0,0,0,0,0,0,1613,0,0,35,0,1,0,0,0,0,0,1,37,1,20,3,32,3,13,8,6,6,6,Yes,Winnebago Spectrum,0,1,42,0,0,0,0,0,0,0,0,0,58225,138,1826,796,592,846,821,1003,36,97,0,0,31,2,510,33
467,Edwardsburgh/Cardinal,2006,56,Edwardsburgh/Cardinal,Township of Edwardsburgh/Cardinal Public Library,Box 130,K0E1X0,Spencerville,5 Henderson Street,library@spencervilla.ca,Public or Union Library,6194,2836,0,0,04/01/2006,03/31/2007,SOLS,2414,0,Nil,14447,62500,0,0,430,1369,0,271,79017,0,0,0,0,0,21320,0,44812,897,9774,2135,1182,6643,0,0,0,1227,87990,0,65,0,0,78,0,0,0,0,0,0,0,0,0,0,0,30547,25,0,31967,25,0,2,0,0,2,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,14,1,14,0,0,4,0,6,14,8,8,4,6,Yes,Athena,0,0,0,2,27,0,0,0,0,0,0,0,23693,19,340,73,15,80,2,608,1019,63,0,0,142,0,347,20
151,Elgin County,2006,44,Elgin County,,450 Sunset Drive,N5R5V1,St. Thomas,450 Sunset Drive,www.library.elgin-county.on.ca,"County, County co-operative or Regional Municipality Library",46120,18593,0,0,01/01/2006,12/31/2006,SOLS,8093,0,Nil,116739,1648643,0,94534,0,28680,0,0,1888596,0,0,0,0,0,217262,17550,1306114,17139,175332,20366,3377,65000,0,0,0,66456,1888596,0,787,0,0,5072,0,0,7,0,0,62,0,0,177,0,0,120957,0,0,195695,0,0,54,0,0,88,0,0,465,0,0,1,0,0,0,0,0,0,0,0,2500,0,0,35,2,2,2,6,0,0,0,1,19.5,6,107.5,20,354.5,4,20,44,44,44,44,Yes,Unicorn,0,1,35,9,273.5,2,18,0,0,2,18,0,280849,1059,14508,3338,1461,3735,3042,5534,1007,636,0,0,379,17,3526,3651
469,Elizabethtown - Kitley,2006,56,Elizabethtown - Kitley,,R.R. #2,K0E1A0,Addison,6544 New Dublin Road,,Public or Union Library,9631,3843,0,0,01/01/2006,12/31/2006,SOLS,1293,0,Nil,19452,44685,0,34500,0,0,2429,3198,104264,0,0,0,0,0,17723,0,33685,97,11405,2802,3198,8116,25687,0,0,1551,104264,104264,89,0,0,1301,0,0,0,0,0,46,0,0,46,0,0,40347,70,0,45590,70,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,1,10,0,0,0,0,2,28,1,11,2,2,6,6,0,6,Yes,Sagebrush,0,1,17,1,12,1,11,0,0,0,0,0,18673,34,463,40,0,45,0,373,803,8,0,0,11,0,161,0
152,Elliot Lake,2006,80,Elliot Lake,,151 Ontario Avenue,P5A2T2,Elliot Lake,,http://www.elliotlakelibrary.com/en/,Public or Union Library,11558,6178,0,0,01/01/2006,12/31/2006,OLS-N,2860,0,Nil,37522,383487,0,10500,200,20355,0,0,452064,0,0,0,1012,1012,57720,0,256186,4494,119220,1669,3283,979,0,0,0,9526,453077,10051,735,51,0,1094,87,0,0,0,0,0,0,0,0,0,0,44924,6016,0,45260,6207,0,42,16,0,50,16,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1,0,1,2,0,0,0,0,0,0,0,5,20,0,0,8,6,2,6,Yes,Winnebago Sprectrum,0,1,47.5,0,0,0,0,0,0,0,0,0,95144,12,185,21,0,21,0,1781,731,150,0,0,54,10,3081,498
98,Emo Twp,2006,87,Emo Twp,,P.O. Box 490,P0W1E0,Emo,JESSIE STREET,www.emo.ca/library,Public or Union Library,1186,540,1701,766,01/01/2006,12/31/2006,OLS-N,1224,10441,Surplus,2483,33000,3715,17546,3000,12525,5561,0,77830,0,0,0,13000,13000,10738,0,41492,0,3725,1275,2000,2779,1000,0,0,2027,65036,0,15,0,0,250,0,0,0,0,0,0,0,0,0,0,0,26346,0,0,26937,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,1,12,2,10,4,6,3,3,0,3,No,,0,1,31,0,0,0,0,0,0,0,0,0,26937,0,0,381,0,390,0,350,42,35,0,0,38,3,244,0
54,Englehart,2006,90,Englehart,,P.O. Box 809,P0J1H0,Englehart,71 Fourth Avenue,http://www.englehartpubliclibrary.ca,Public or Union Library,1546,743,1257,558,01/01/2006,12/31/2006,OLS-N,2012,0,Nil,7078,34000,22190,1568,11282,7196,0,3421,86735,0,0,0,0,0,8971,0,61131,1223,6830,779,0,2455,0,0,0,3208,84597,0,320,52,0,670,102,0,0,0,0,0,0,0,0,0,0,20804,735,0,21028,818,0,159,4,0,190,6,0,56,0,0,2,0,0,0,0,0,0,0,0,1600,0,0,35,0,0,0,0,0,1,23.5,0,0,1,15,3,27,5,20,9,9,0,9,Yes,Athena,0,1,29,0,0,0,0,0,0,0,0,0,14177,22,1374,247,0,274,0,344,28,70,0,0,10,3,110,201
52,Espanola,2006,88,Espanola,,245 Avery Drive,P5E1S4,Espanola,,www.espanola.library.on.ca,Public or Union Library,5079,2401,1226,645,01/01/2006,12/31/2006,OLS-N,4637,0,Nil,30865,229454,3573,7661,2055,14631,23853,0,312092,4679,0,0,6800,11479,52210,0,212064,1461,10132,3356,0,2456,23853,0,0,6560,312092,11479,549,81,0,683,127,0,0,0,0,0,0,0,0,0,0,35923,4791,18,37346,4953,18,20,6,1,20,6,1,66,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,2,51.7,4,59.8,12,3.7,6,5,6,6,Yes,Spectrum,0,1,60,0,0,0,0,0,0,0,0,0,63552,106,1347,509,692,575,1247,1196,197,84,0,0,22,0,627,0
387,Essa,2006,70,Essa,Essa Public Library,"8505 County Road 10, Unit #1",L0M1B1,Angus,,http://www.essa.library.on.ca,Public or Union Library,18800,6158,0,0,01/01/2006,12/31/2006,SOLS,2668,10230,Surplus,25297,316772,0,68969,1015,10688,0,1313,424054,0,0,37400,69942,107342,90094,3011,235300,2261,27754,2163,0,9234,0,0,9300,37205,416322,94942,256,0,0,364,0,0,1,0,0,5,0,0,5,0,0,30044,0,0,34880,0,0,5,0,0,5,0,0,79,0,0,1,0,0,1,0,0,20,0,0,1887,0,0,35,1,0,1,1,0,0,0,1,21,1,13,8,79.5,15,10.16,10,8,9,9,Yes,Horizon SirsiDynix,0,1,39,1,21,0,0,0,0,0,0,0,74413,545,5073,913,397,1103,860,1415,3244,62,4,0,85,0,557,147
153,Essex County,2006,45,Essex County,Town of Essex,"360 Fairview Avenue West, Suite 101",N8M1Y3,Essex,,www.essexcountylibrary.ca,"County, County co-operative or Regional Municipality Library",166702,63732,0,0,01/01/2006,12/31/2006,SOLS,37181,0,Nil,287721,3620520,240,178235,509,124584,300,6586,4218695,0,0,0,0,0,791487,29291,2669379,13493,160759,13452,60580,266309,55333,0,0,136712,4196795,21900,1645,28,0,6161,103,0,0,0,0,0,0,0,0,0,0,201522,4456,198,395049,6995,198,0,0,0,0,0,0,290,0,0,4,0,0,0,0,0,0,0,0,2006,0,0,35,3,0,0,2,0,1,34.5,0,0,0,0,99,1431.03,0,0,89,72,17,0,Yes,Sirsi / Dynix Unicorn,0,0,0,14,465,0,0,0,0,0,0,0,902234,1487,21290,288,1304,326,4629,17775,9594,206,937,0,879,10,8284,0
150,Evanturel Twp,2006,90,Evanturel Twp,,P.O. Box 209,P0J1H0,Englehart,"245453 Highway 569, Englehart, ON P0J 1H0",www.evanturel.com,Contracting Municipality,464,206,0,0,01/01/2006,12/31/2006,,0,0,Nil,1117,7140,0,0,0,0,0,0,8257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8257,0,8257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Faraday Twp,2006,51,Faraday Twp,,"29860 Hwy 28 South, R. R. # 3",K0L1C0,Bancroft,,www.faraday.ca,Contracting Municipality,1397,1308,0,0,01/01/2006,12/31/2006,,0,0,Nil,5595,0,0,0,0,0,0,0,5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5595,0,5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Fauquier-Strickland Twp,2006,81,Fauquier-Strickland Twp,,"C.P. 100, Centre Communautaire",P0L1G0,Fauquier,"25, chemin Grzela",biblioff@vianet.ca,Public or Union Library,666,409,0,0,01/01/2006,12/31/2006,OLS-N,432,8398,Surplus,4197,29850,0,20974,2357,4909,0,0,62287,0,0,0,0,0,7930,1437,29472,0,5142,0,1564,0,0,0,0,0,45545,6821,9,53,0,132,332,0,1,1,0,9,16,0,34,16,0,2519,12404,0,2520,12440,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,30,18,6,6,6,2,6,Yes,Mandarin,0,1,23,0,0,0,0,0,0,0,0,0,6591,5,47,74,2,0,0,105,137,15,8,0,14,7,29,10
156,Fort Erie,2006,18,Fort Erie,,136 Gilmore Road,L2A2M1,Fort Erie,,www.forterie.library.on.ca,Public or Union Library,27698,13952,0,0,01/01/2006,12/31/2006,SOLS,21884,25000,Surplus,60682,1035000,0,54416,6981,69248,0,0,1226327,0,25266,0,31981,57247,118703,15000,764616,11947,104882,6547,0,32350,0,0,0,139275,1193320,56054,937,0,0,1338,0,0,6,0,0,0,0,0,0,0,0,53520,483,608,93460,483,608,0,0,0,0,0,0,84,0,0,12,0,0,0,0,0,0,0,0,8000,0,0,35,2,1,0,5,0,0,0,1,24,0,0,14,229,56,30,35,26,6,3,Yes,Dynix Horizon,0,1,56,2,74,0,0,0,0,3,30,0,210950,186,5740,1608,502,829,753,3971,555,508,303,0,145,16,4000,950
157,Fort Frances,2006,87,Fort Frances,,601 Reid Avenue,P9A0A2,Fort Frances,,www.fort-frances.com/library,Public or Union Library,7565,3823,0,0,01/01/2006,12/31/2006,OLS-N,7226,0,Nil,19137,407420,0,31129,4447,40645,0,0,502778,0,0,2370,0,2370,65217,603,353830,3934,34538,4448,793,1816,0,0,0,29907,495086,2370,534,2,0,687,6,0,2,0,0,4,1,0,4,1,0,62732,1411,35,76139,1502,35,562,14,0,562,14,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,2,0,0,0,0,0,0,0,8,112,5,8,9,8,3,9,Yes,Mandarin,0,1,70,0,0,0,0,0,0,0,0,0,189271,346,7321,300,452,358,841,3794,294,129,201,0,111,21,1402,391
325,French River,2006,88,French River,Municipality of French River,PO Box 130,P0M2N0,Noelville,15 Dollard Street,http://www.olsn.ca/frenchriverpl/index.html,Public or Union Library,2788,2323,399,930,01/01/2006,12/31/2006,OLS-N,1619,6551,Surplus,11398,76527,1066,28920,15866,4536,0,1402,139715,0,0,0,0,0,7666,0,79729,515,1725,3571,2890,3578,0,0,0,9642,109316,0,41,34,0,446,412,0,0,0,0,0,0,0,0,0,0,16029,7236,0,16852,7864,0,0,0,0,0,0,0,384,93,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,3,1,1,2,1,30,3,61,1,30,1,3,2,4,20,20,0,0,No,,0,1,39,1,39,0,0,0,0,0,0,0,29028,3,32,594,0,618,594,301,1026,125,0,0,13,0,244,0
448,Front of Yonge Twp,2006,56,Front of Yonge Twp,,P.O. Box  250,K0E1R0,Mallorytown,76 County Road 5 S.,www.frontofyonge.com/library,Public or Union Library,2444,1181,0,0,01/01/2006,12/31/2006,SOLS,751,1764,Surplus,4831,23846,0,13059,981,1031,0,23,43771,0,0,0,0,0,6908,0,14441,435,8063,1002,29,1227,0,0,0,2670,34775,1323,190,0,0,190,0,0,0,0,0,14,0,0,14,0,0,13349,25,0,13349,31,0,72,0,0,72,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,21,19,10,2,2,1,2,Yes,STACKS,0,1,14.5,0,0,0,0,0,0,1,168,0,17712,17,19,67,0,85,0,369,136,7,0,0,14,5,250,18
