LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
17,Assiginack Twp,2007,83,Assiginack Twp,,Box 280 Manitowaning,P0P1N0,Manitoulin Island,"25A Spragge St., Manitowaning",www.assiginacklibrary.org,Public or Union Library,765,763,0,0,01/01/2007,12/31/2007,OLS-N,768,0,Nil,3483,24000,0,960,330,0,0,250,29023,0,0,0,0,0,4219,0,20262,560,1368,927,0,100,800,0,0,102,28338,0,272,0,0,364,0,0,0,0,0,0,0,0,0,0,0,14653,0,0,14653,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,0,0,1,4,3,3,0,2,No,,0,1,18,0,0,0,0,0,0,0,0,0,23302,4,361,118,0,118,107,463,486,46,0,0,202,0,57,0
18,Athens Twp.,2007,56,Athens Twp.,,P.O. Box 309,K0E1B0,Athens,"5 Central Street, Athens",WWW.athenslibrary.ca,Public or Union Library,2809,1314,0,0,01/01/2007,12/31/2007,SOLS,320,273,Surplus,6830,10000,0,10517,936,615,0,678,29576,0,0,0,0,0,7531,0,11685,72,9410,1004,888,3306,9000,0,0,2846,45742,0,38,0,0,222,0,0,0,0,0,10,0,0,10,0,0,9731,29,0,9995,29,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,19,0,0,3,2,3,3,0,3,No,,0,1,14,0,0,0,0,0,0,0,0,0,7176,6,113,533,0,567,0,123,75,11,0,0,39,0,78,2
11,Atikokan Twp,2007,87,Atikokan Twp,,214 Skyes St.,P0T1C0,Atikokan,214 Sykes St.,www.aplibrary.org,Public or Union Library,3172,1642,0,0,01/01/2007,12/31/2007,OLS-N,1139,0,Nil,10452,175000,0,15425,4249,6354,0,43,211523,0,0,3645,0,3645,29828,22,123592,1634,20701,2276,0,4855,0,1976,0,17657,202541,3573,738,0,0,894,0,0,2,0,0,61,0,0,61,0,0,33102,207,0,33478,207,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,1,0,0,0,0,1,0,1,15,0,0,2,10,12,10,8,6,8,6,Yes,Unicorn Workflows,0,1,35.5,0,0,0,0,0,0,0,0,0,38564,194,1421,165,386,185,478,687,132,56,26,0,21,3,270,34
10,Augusta Twp,2007,56,Augusta Twp,,R.R. #2,K6V5T2,Brockville,4500 County Road 15,augustalibrary.com,Public or Union Library,7265,2941,0,0,04/01/2007,03/31/2008,SOLS,1795,31652,Surplus,13297,80748,0,1037,2994,2816,0,11317,112209,0,0,0,0,0,17192,171,53002,315,16640,1249,1320,3958,0,0,0,4129,97976,5479,233,0,0,340,0,0,0,0,0,2,0,0,2,0,0,23530,166,0,23530,166,0,208,0,0,208,0,0,30,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,0,0,0,0,0,0,2,40,0,0,10,16,7,6,7,7,Yes,Sirs Mandarin,0,1,26,0,0,0,0,0,0,0,0,0,21769,34,515,0,0,211,203,583,131,33,0,0,22,0,213,0
1035,Aundeck-Omni-Kaning FN,2007,0,Aundeck-Omni-Kaning FN,Aundeck-Omni-Kaning,"P.O. Box 21, RR #1",P0P1K0,Little Current,13 Hill Street,,First Nations Library,331,0,0,0,04/01/2007,03/31/2008,OLS-N,45,0,Nil,873,0,0,13000,16900,0,0,0,30773,0,0,0,0,0,2201,0,18523,1000,7460,1543,0,0,0,0,0,0,30727,0,10,0,0,85,0,0,0,0,0,0,0,0,0,0,0,3540,0,0,3698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,6,6,0,0,Yes,Resource Mate 3.0,0,1,20,0,0,0,0,0,0,0,0,0,193,12,56,4,0,4,4,12,18,60,0,0,0,0,60,0
33,Aurora,2007,27,Aurora,,15145 Yonge Street,L4G1M1,Aurora,,www.library.aurora.on.ca,Public or Union Library,45000,14600,0,0,01/01/2007,12/31/2007,SOLS,32980,0,Nil,45422,2269593,0,0,8998,86072,0,0,2410085,0,0,195000,0,195000,280558,24789,1788275,14267,27876,12041,0,77450,96241,0,0,148588,2470085,135000,5372,67,0,5600,67,0,16,0,0,4,4,0,4,4,0,124823,5005,881,137038,5325,967,38,15,1,38,15,1,214,9,1,39,0,0,0,0,0,0,0,0,22828,0,0,35,6,6,0,4,0,0,0,6,198,0,0,18,336,12,6,45,26,17,4,Yes,Sirsidynix Horizon 7.34,0,1,61.5,0,0,0,0,0,0,0,0,0,552525,428,7289,1050,1580,1093,4223,11226,2055,994,1548,0,266,1,6330,2830
488,Aweres LSB,2007,80,Aweres LSB,,Box 300 Shetland Park,P6A5K7,Sault Ste Marie,,localservicesboardofaweres@shaw.ca,Contracting LSB,1602,0,0,0,04/01/2007,03/31/2008,,0,0,Nil,3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Baldwin Twp,2007,88,Baldwin Twp,,P.O. Box 7095,P0P1M0,McKerrow,11 Spooner St,www.townshipofbaldwin.ca,Contracting Municipality,570,350,0,0,01/01/2007,12/31/2007,,0,0,Nil,1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Bancroft,2007,51,Bancroft,Town of Bancroft,P.O. Box 127,K0L1C0,Bancroft,14 Flint Street,bancroftlibrary@bellnet.ca,Public or Union Library,3511,1914,1578,1347,01/01/2007,12/31/2007,SOLS,2448,10435,Surplus,8867,84000,13595,18714,3625,3852,0,3434,136087,0,0,0,0,0,28523,0,87304,2109,12335,1767,1036,6366,0,0,0,7141,146581,0,134,0,0,186,0,0,0,0,0,0,0,0,0,0,0,21303,213,142,21665,213,142,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,0,0,0,0,0,0,1,26,4,43,3,10,7,6,1,7,Yes,Mandarin,0,1,29,0,0,0,0,0,0,0,0,0,34036,10,347,298,210,310,355,634,37,143,0,0,113,38,309,49
43,Barrie,2007,70,Barrie,,60 Worsley Street,L4M1L6,Barrie,,http://www.library.barrie.on.ca,Public or Union Library,130535,42973,8753,4847,01/01/2007,12/31/2007,SOLS,64480,108306,Surplus,271808,3654031,105931,15998,2570,204323,0,0,4254661,0,0,0,0,0,573523,0,2621174,39675,397042,29418,0,69157,131852,0,0,312069,4173910,0,5675,39,0,10145,124,0,47,0,0,33,0,0,34,0,0,167609,7071,291,215924,8020,297,441,15,0,520,16,0,282,6,0,47,0,0,0,0,0,0,0,0,24070,0,0,35,9,2,0,12,0,1,24,1,24,0,0,22,624,0,0,43,23,39,3,Yes,Horizon,0,1,63,0,0,0,0,0,0,0,0,0,1597520,765,19266,2756,2376,2680,2541,27125,568,1304,1,0,929,2570,12038,34607
393,Beausoleil FN,2007,70,Beausoleil FN,,80 Kate Kegwin Street,L0K1C0,Christian Island,,http;//www.olsn.ca/bfnlibrary,First Nations Library,617,0,0,0,04/01/2007,03/31/2008,SOLS,330,0,Nil,2164,15169,0,26564,1325,0,0,0,45222,0,0,0,0,0,4129,350,24456,2000,3250,1284,889,4100,0,0,0,2600,43058,0,50,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4321,0,0,4429,0,0,58,0,0,58,0,0,28,0,0,2,0,0,0,0,0,0,0,0,16697,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,12,12,0,12,No,,0,1,35,0,0,0,0,0,0,0,0,0,2140,325,3982,65,0,65,1,110,127,235,0,0,45,10,451,30
35,Beckwith Twp,2007,55,Beckwith Twp,,R.R.#2,K7C3P2,Carleton Place,1702 9th Line Beckwith,www.twp.beckwith.on.ca,Contracting Municipality,5696,2632,0,0,01/01/2007,12/31/2007,,0,0,Nil,9425,76252,0,0,0,0,0,0,85677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85677,0,85677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Belleville,2007,51,Belleville,City of Belleville,254 Pinnacle Street,K8N3B1,Belleville,,www.bellevillelibrary.com,Public or Union Library,42300,20553,0,0,01/01/2007,12/31/2007,SOLS,16688,-7215,Deficit,84357,1459036,0,1092,48565,93497,2870,14959,1704376,0,0,4108,0,4108,151919,9600,1201429,4304,129849,6540,12905,69396,33501,0,0,62947,1682390,10021,9180,23,0,9663,23,0,64,0,0,120,0,0,121,0,0,109795,1407,2182,115574,1436,2227,35,0,0,36,0,0,272,1,0,3,0,0,1,0,0,19,0,0,16679,20,0,35,3,3,0,8,0,1,20,2,20,0,0,16,20,0,0,24,18,6,4,Yes,Horizon 7.3.4,0,1,57.5,0,0,0,0,0,0,0,0,0,303636,396,15327,2174,1628,2463,2742,5017,1237,734,87,0,423,3,3995,1958
394,Big Grassy FN,2007,87,Big Grassy FN,,P.O. Box 453,P0W1J0,Morson,513 Beach Rd.,www.biggrassy.ca/library,First Nations Library,223,0,0,0,04/01/2007,03/31/2008,OLS-N,120,0,Nil,758,12458,0,29276,0,0,0,0,42492,0,0,0,0,0,10916,986,25458,0,0,0,0,50,0,0,0,0,37410,0,36,0,0,176,0,0,2,0,0,1,0,0,30,0,0,4634,0,0,4759,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,24,1,33,9,9,0,9,Yes,ResourceMate,0,1,55,0,0,0,0,0,0,0,0,0,1775,60,1250,0,0,0,0,47,31,56,0,0,14,0,78,0
