LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
33,Aurora,2002,27,Aurora,,15145 Yonge Street,L4G1M1,Aurora,,www.library.aurora.on.ca,Public or Union Library,36483,13624,0,0,01/01/2002,12/31/2002,SOLS,26848,0,Nil,45422,1508940,0,0,0,71821,0,0,1626183,0,0,142100,0,142100,193568,12940,1072016,3460,35475,8625,0,65137,127592,0,0,107370,1626183,142100,2339,31,0,5591,97,0,15,0,0,22,0,0,33,0,0,119026,3490,72,133406,3900,705,0,0,0,0,0,0,195,6,0,8,0,0,0,0,0,0,0,0,4800,0,0,35,3,3,0,6,0,0,0,0,0,0,0,19,480,6,3,39,17,15,7,Yes,Dynix,0,1,52.5,0,0,0,0,0,0,0,0,0,470413,227,4732,918,3114,1016,6193,11760,3540,453,291,0,976,97,6701,1559
488,Aweres LSB,2002,80,Aweres LSB,,Box 300 Shetland Park,P6A5K7,Sault Ste Marie,,localservicesboardofaweres@shaw.ca,Contracting LSB,1602,0,0,0,01/01/2002,12/31/2002,,0,0,Nil,3264,0,0,0,0,0,0,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3264,0,3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Baldwin Twp,2002,88,Baldwin Twp,,P.O. Box 7095,P0P1M0,McKerrow,11 Spooner St,www.townshipofbaldwin.ca,Contracting Municipality,592,345,0,0,01/01/2002,12/31/2002,,0,0,Nil,1694,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Bancroft,2002,51,Bancroft,Town of Bancroft,P.O. Box 127,K0L1C0,Bancroft,14 Flint Street,bancroftlibrary@bellnet.ca,Public or Union Library,3571,1898,1402,1296,01/01/2002,12/31/2002,SOLS,1863,418,Surplus,8867,75000,5595,1850,1320,6607,0,1346,100585,0,0,0,0,0,14323,0,56162,1304,9656,1363,0,12508,0,0,0,5239,100555,0,190,0,0,268,0,0,0,0,0,0,0,0,0,0,0,15818,170,219,15999,170,219,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,30,2,32,5,15,5,4,1,4,Yes,Winnebago,0,1,26,0,0,0,0,0,0,0,0,0,25205,3,343,270,0,294,0,465,31,73,0,0,87,17,319,2
43,Barrie,2002,70,Barrie,,60 Worsley Street,L4M1L6,Barrie,,http://www.library.barrie.on.ca,Public or Union Library,91022,38118,7814,4392,01/01/2002,12/31/2002,SOLS,80653,105443,Surplus,271808,2418723,83000,5000,0,234402,0,17623,3030556,0,0,0,0,0,611873,0,1731091,19244,661701,13561,0,62095,25733,3400,0,0,3128698,0,4085,34,0,11384,121,0,4,0,0,49,7,0,50,7,0,138746,4546,374,194810,5119,384,362,79,0,394,81,0,306,5,0,13,0,0,0,0,0,0,0,0,0,0,0,35,6,4,0,9,0,3,72,2,48,0,0,30,663,104,97,42,26,41,28,Yes,Horizon,0,1,63,0,0,0,0,0,0,0,0,0,1481824,502,14513,2742,1080,2287,2924,30726,5938,1779,1177,0,1252,28,16489,3628
393,Beausoleil FN,2002,70,Beausoleil FN,,80 Kate Kegwin Street,L0K1C0,Christian Island,,http;//www.olsn.ca/bfnlibrary,First Nations Library,634,0,0,0,01/01/2002,12/31/2002,SOLS,416,0,Nil,2164,13589,0,13000,0,0,0,0,28753,0,0,24620,0,24620,0,0,23680,0,3000,2073,0,0,0,0,0,0,28753,24620,50,0,0,80,0,0,0,0,0,28,5,0,28,5,0,3195,0,0,3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,No,,0,1,35,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,41,28,24,0,0,10,0,119,0
35,Beckwith Twp,2002,55,Beckwith Twp,,R.R.#2,K7C3P2,Carleton Place,1702 9th Line Beckwith,www.twp.beckwith.on.ca,Contracting Municipality,5404,2493,0,0,01/01/2002,12/31/2002,,0,0,Nil,9425,52384,0,0,0,0,0,0,61809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61809,0,61809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Belleville,2002,51,Belleville,City of Belleville,254 Pinnacle Street,K8N3B1,Belleville,,www.bellevillelibrary.com,Public or Union Library,42855,20187,0,0,01/01/2002,12/31/2002,SOLS,13010,3238,Surplus,84288,1049049,0,24362,5483,68662,0,14758,1246602,0,0,0,3114,3114,161601,7650,740579,2612,83583,8233,6363,62504,122299,0,0,50561,1245985,0,9450,23,0,9947,23,0,9,0,0,67,0,0,123,0,0,90753,1206,1605,95529,1231,1638,20,0,0,22,0,0,217,0,0,1,0,0,1,0,0,64,0,0,514,0,0,35,3,1,0,11,0,1,18,1,22,0,0,19,223,9,4,30,17,9,4,Yes,DRA/Inlex (moving to Dynix in 2003),0,1,57.5,0,0,0,0,0,0,0,0,0,311465,336,6767,1333,1630,1601,3353,6058,1065,640,0,0,523,62,3660,0
394,Big Grassy FN,2002,87,Big Grassy FN,,P.O. Box 453,P0W1J0,Morson,513 Beach Rd.,www.biggrassy.ca/library,First Nations Library,287,0,0,0,04/01/2002,03/31/2003,OLS-N,130,0,Nil,758,3800,0,16967,0,0,0,0,21525,0,0,0,0,0,1346,0,19099,0,0,0,0,1080,0,0,0,0,21525,0,16,0,0,300,0,0,1,0,0,40,0,0,70,0,0,3000,0,0,3100,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,30,2,30,10,10,0,10,No,,0,1,42,0,0,0,0,0,0,0,0,0,1600,45,450,0,0,0,0,40,10,40,0,0,15,10,40,0
82,Billings Twp,2002,83,Billings Twp,,P.O. Box 37,P0P1J0,Kagawong,18 Upper Street,billingslibrary.org,Public or Union Library,508,599,0,0,01/01/2002,12/31/2002,OLS-N,435,6104,Surplus,3137,6500,0,789,178,5885,0,0,16489,0,0,0,0,0,6842,0,9004,133,2155,816,0,615,250,0,0,60,19875,0,59,0,0,90,0,0,0,0,0,2,0,0,2,0,0,5636,0,0,5916,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,1,0,1,No,,0,1,9,0,0,0,0,0,0,0,0,0,6214,1,15,109,0,120,0,86,15,8,7,0,10,12,35,0
